Product Name,Set Name,Sell Price
Blinding Angel,Ninth Edition,2.37
Scalding Tarn,Modern Masters 2017,69.20
Mountain (C),Unlimited Edition,1.06
Pestermite,Lorwyn,0.45
Darksteel Ingot,Magic: The Gathering-Commander,0.40
Reprocess,Urza's Saga,0.48
Telepathy,Tenth Edition,0.28
Fertilid,Morningtide,0.22
Seal of Cleansing,Nemesis,0.18
Fiend Hunter,Innistrad,0.22
"Zuo Ci, the Mocking Sage",Portal Three Kingdoms,30.34
Beck // Call,Dragon's Maze,0.80
Sphinx's Revelation,Modern Masters 2017,3.40
Liliana of the Veil,Modern Masters 2017,85.95
Gifts Ungiven,Modern Masters 2017,6.83
Serra Avenger,Time Spiral,2.45
Island (B),Limited Edition Alpha,49.95
"Heliod, God of the Sun",Theros,3.89
Xantid Swarm,Scourge,1.82
Lava Spike,Modern Masters,4.93
Beast Token (Darksteel),Magic Player Rewards,3.43
Yore-Tiller Nephilim,Guildpact,1.69
Twiddle,Limited Edition Alpha,40.00
Puresteel Paladin,New Phyrexia,6.90
Goblin Balloon Brigade,Limited Edition Beta,12.50
Griselbrand,Modern Masters 2017,6.60
Adarkar Wastes,Ninth Edition,6.24
Wound Reflection,Shadowmoor,8.53
Forest (B),Limited Edition Beta,15.00
Elvish Piper,Seventh Edition,6.53
Ice Storm,Unlimited Edition,14.99
Acquire,Media Promos,6.77
Insurrection,Onslaught,6.58
Birds of Paradise,Classic Sixth Edition,7.49
Waves of Aggression,Eventide,5.65
Memory Plunder,Shadowmoor,3.44
Soldier Token (Onslaught),Magic Player Rewards,4.28
Talara's Battalion,Eventide,2.93
Ball Lightning,Magic 2010,2.35
Deathless Angel,Rise of the Eldrazi,1.89
Pyromancer Ascension,Modern Masters 2017,0.89
Craterhoof Behemoth,Modern Masters 2017,12.99
Treasonous Ogre,Conspiracy,0.54
Verduran Enchantress,Limited Edition Alpha,198.99
Manabarbs,Limited Edition Alpha,133.88
"Ma Chao, Western Warrior",Portal Three Kingdoms,20.20
Grafdigger's Cage,Modern Masters 2017,4.13
Damnation,Modern Masters 2017,19.94
Cruel Tutor,Portal,27.43
Yawgmoth's Will,Urza's Saga,47.69
Wasteland,Eternal Masters,26.28
Sorin Markov,Magic 2012,16.76
Unmask,Mercadian Masques,10.63
Nimbus Maze,Future Sight,6.49
Zombie Master,Unlimited Edition,10.78
Toxic Deluge,Commander 2013 Edition,10.95
Gideon Jura,Rise of the Eldrazi,7.99
Fatal Push,Aether Revolt,7.30
Wrath of God,Ninth Edition,5.27
"Yosei, the Morning Star",Modern Masters,4.92
"Gisela, Blade of Goldnight",Avacyn Restored,7.99
Crackdown,Mercadian Masques,5.13
Panoptic Mirror,Darksteel,2.99
Wilt-Leaf Liege,Shadowmoor,3.58
Gravecrawler,Duel Decks: Blessed vs. Cursed,4.00
Personal Incarnation,Unlimited Edition,2.79
Avatar of Woe,Prophecy,2.47
Divine Transformation,Legends,4.99
Orcish Oriflamme,Limited Edition Beta,4.08
Avatar of Me,Unhinged,1.83
Nether Shadow,Revised Edition,1.99
Leonin Arbiter,Scars of Mirrodin,3.23
"Jace, Memory Adept",Magic 2014 Core Set,5.31
Phyrexian Arena,Conspiracy: Take the Crown,6.16
Buried Alive,Odyssey,3.50
Ancient Ziggurat,Conflux,9.05
City of Brass,Chronicles,7.15
Dragonmaster Outcast,Battle for Zendikar,2.91
Necropolis Regent,Return to Ravnica,3.96
Crop Rotation,Duel Decks: Nissa vs. Ob Nixilis,2.24
Raving Dead,Commander 2014,1.42
Primal Command,Duel Decks: Zendikar vs. Eldrazi,0.99
Tower of the Magistrate,Mercadian Masques,2.71
Island (A),Unlimited Edition,2.67
Myr Turbine,Mirrodin Besieged,1.39
Apprentice Necromancer,Urza's Destiny,1.83
Path to Exile,Modern Masters,7.59
Glory of Warfare,Planechase,1.38
River Kelpie,Shadowmoor,1.99
Burrowing,Limited Edition Beta,4.10
"Timmy, Power Gamer",Unglued,3.50
"Shizuko, Caller of Autumn",Betrayers of Kamigawa,1.83
Human/Wolf Token,FNM Promos,1.53
"Kataki, War's Wage",Modern Event Deck 2014,2.36
Realms Uncharted,Rise of the Eldrazi,1.66
Visara the Dreadful,Onslaught,2.00
Dragonstorm,"Time Spiral ""Timeshifted""",1.02
Funeral Charm,Visions,0.97
Magus of the Candelabra,Time Spiral,1.45
Island (B),Unlimited Edition,1.22
Dream Salvage,Shadowmoor,1.41
Drogskol Captain,Dark Ascension,0.68
Corrupt,Magic Player Rewards,1.16
Primal Command,Modern Masters 2017,0.81
Borborygmos Enraged,Gatecrash,0.82
Nimble Mongoose,Odyssey,0.81
Unbreathing Horde,Innistrad,0.82
Shriekmaw,Magic: The Gathering-Commander,1.14
Lifegift,Betrayers of Kamigawa,0.84
Chalice of Life,Dark Ascension,0.69
Disenchant,Unlimited Edition,1.70
Ricochet Trap,Worldwake,0.63
Quicksilver Gargantuan,Scars of Mirrodin,0.90
Diregraf Colossus,Shadows over Innistrad,1.82
War Elephant,Arabian Nights,0.62
Thelonite Hermit,Time Spiral,0.52
Mulldrifter,Lorwyn,0.78
Torsten Von Ursus,Legends,0.75
"Horobi, Death's Wail",Champions of Kamigawa,0.69
Intrepid Hero,Seventh Edition,0.99
Earwig Squad,Modern Masters,0.60
Ebony Owl Netsuke,Saviors of Kamigawa,0.92
Forced March,Mercadian Masques,0.70
Plaxcaster Frogling,Dissension,0.56
Rootwater Matriarch,Tenth Edition,0.46
Soldevi Digger,Alliances,0.55
Obstinate Familiar,Odyssey,0.54
Spirit Link,Ninth Edition,0.56
"Untaidake, the Cloud Keeper",Champions of Kamigawa,3.74
Retaliator Griffin,Alara Reborn,0.41
Battle Squadron,Mercadian Masques,0.39
Quirion Dryad,Tenth Edition,0.51
Aquitect's Will,Lorwyn,0.28
Feldon's Cane,"Time Spiral ""Timeshifted""",0.48
Swamp (239) - Full Art,Zendikar,0.59
Omen of Fire,Alliances,0.48
Shimian Night Stalker,Legends,0.41
Red-Hot Hottie,Unhinged,0.29
Gruul War Plow,Guildpact,0.46
Diabolic Tutor,Tenth Edition,0.43
Fortified Area,Legends,0.44
Increasing Savagery,Duel Decks: Mind vs. Might,0.37
Guttural Response,Duel Decks: Mind vs. Might,0.56
Quicksilver Dragon,Onslaught,0.65
Reclamation Sage,Commander 2014,0.40
Worldslayer,Magic 2012,0.64
Crystal Ball,Magic 2011,0.35
Haunting Echoes,Odyssey,0.59
Fiery Temper,Torment,0.29
Tower of Fortunes,Mirrodin,0.41
Glistening Oil,New Phyrexia,0.57
Blood Funnel,Ravnica: City of Guilds,0.41
Harmonize,Duel Decks: Mind vs. Might,0.41
Smash to Smithereens,Shadowmoor,0.35
Dauthi Slayer,"Time Spiral ""Timeshifted""",0.28
Apprentice Wizard,The Dark,1.58
Maro,Seventh Edition,0.34
Pestilence Demon,Rise of the Eldrazi,0.55
Call to the Netherworld,Time Spiral,0.70
Caltrops,Urza's Destiny,0.27
Devastation Tide,Avacyn Restored,0.54
Chandra's Spitfire,Magic 2011,0.25
Coat of Arms,Duel Decks: Mind vs. Might,6.70
Astral Cornucopia,Born of the Gods,0.44
Wintermoon Mesa,Prophecy,0.36
Sire of Insanity,Dragon's Maze,0.39
Clockspinning,Time Spiral,0.34
Land Grant,Mercadian Masques,0.31
Skirk Prospector,Onslaught,0.19
Azorius Signet,Modern Masters 2017,0.77
Blade Splicer,Modern Masters 2017,1.43
Boros Signet,Modern Masters 2017,0.29
Cyclonic Rift,Modern Masters 2017,7.66
Deadeye Navigator,Modern Masters 2017,1.00
Entreat the Angels,Modern Masters 2017,2.23
Falkenrath Aristocrat,Modern Masters 2017,0.62
Flickerwisp,Modern Masters 2017,0.86
Izzet Signet,Modern Masters 2017,0.36
Lingering Souls,Modern Masters 2017,0.66
Olivia Voldaren,Modern Masters 2017,6.48
Orzhov Signet,Modern Masters 2017,0.26
Spell Pierce,Modern Masters 2017,0.40
Terminus,Modern Masters 2017,0.90
Zealous Conscripts,Modern Masters 2017,0.46
Terra Eternal,Worldwake,0.49
Orb of Dreams,Betrayers of Kamigawa,1.88
Arcanis the Omnipotent,Eternal Masters,1.02
Figure of Destiny,Duel Decks: Heroes vs. Monsters,1.04
Semblance Anvil,Scars of Mirrodin,1.22
Future Sight,Onslaught,0.98
Pine Barrens,Tempest,0.71
Shivan Wumpus,Planar Chaos,0.74
Pia and Kiran Nalaar,Magic Origins,1.02
Azorius Guildmage,Magic: The Gathering-Commander,0.60
"Yomiji, Who Bars the Way",Betrayers of Kamigawa,3.28
Bronze Calendar,Unglued,0.63
Mystic Remora,Ice Age,1.82
Rout,Invasion,1.41
Kyren Toy,Mercadian Masques,0.37
Jester's Scepter,Coldsnap,0.51
Hydroblast,Fifth Edition,0.63
Vile Consumption,Invasion,0.59
"Odric, Lunarch Marshal",Shadows over Innistrad,0.89
Deepchannel Mentor,Shadowmoor,0.71
Armadillo Cloak,Invasion,0.34
Mind Slash,Nemesis,0.79
Magus of the Abyss,Future Sight,0.56
Stinkweed Imp,Modern Masters,0.57
Ghost Town,Tempest,0.46
Woolly Razorback,Coldsnap,0.50
Lodestone Bauble,Alliances,1.99
Rending Volley,Dragons of Tarkir,0.32
Cocoon,Legends,0.42
Emerge Unscathed,Rise of the Eldrazi,0.56
Tidehollow Sculler,Shards of Alara,1.09
Perplex,Ravnica: City of Guilds,0.45
"Aboshan, Cephalid Emperor",Odyssey,0.43
Battle of Wits,Ninth Edition,0.35
Nightmare,Tenth Edition,0.40
Fleshwrither,Future Sight,0.31
Waterfront Bouncer,Mercadian Masques,0.20
Invasive Surgery,Shadows over Innistrad,0.23
Beacon of Tomorrows,Duel Decks: Mind vs. Might,1.48
Beacon of Immortality,Explorers of Ixalan,3.84
Kharasha Foothills (Planechase Anthology),Oversize Cards,0.84
Angel of Despair,Commander Anthology,1.96
Adorned Pouncer,Hour of Devastation,1.10
Immersturm (Planechase Anthology),Oversize Cards,1.31
Fetid Pools,Amonkhet,5.35
Turri Island (Planechase Anthology),Oversize Cards,1.58
Isle of Vesuva (Planechase Anthology),Oversize Cards,1.71
Vraska's Contempt,Ixalan,6.49
Everythingamajig (A),Unstable,6.75
Knight of the Kitchen Sink (B),Unstable,0.23
Basalt Monolith,Commander Anthology,1.52
Skybreen (Planechase Anthology),Oversize Cards,1.48
"Kopala, Warden of Waves",Ixalan,2.72
Vance's Blasting Cannons,Ixalan,0.64
Savannah Lions (IE),International Edition,13.90
Dragonskull Summit,Archenemy: Nicol Bolas,3.02
Agyrem (Planechase Anthology),Oversize Cards,1.35
Commander's Sphere,Commander 2017,0.77
Majestic Myriarch,Hour of Devastation,1.24
Ineffable Blessing (B),Unstable,2.35
Rage Reflection,Duels of the Planeswalkers,2.17
Minamo (Planechase Anthology),Oversize Cards,1.49
Abrade,Hour of Devastation,1.44
Abyssal Persecutor,Iconic Masters,0.50
Aven Mindcensor,Amonkhet,0.66
Nephalia (Planechase Anthology),Oversize Cards,0.82
The Rack,Duels of the Planeswalkers,8.51
Interplanar Tunnel (Planechase Anthology),Oversize Cards,0.85
Unclaimed Territory,Ixalan,3.31
Blue Sun's Zenith,Commander Anthology,1.16
Mirage Mirror,Hour Of Devastation,1.90
Knight of the Kitchen Sink (F),Unstable,0.35
The Scorpion God,Hour of Devastation,2.39
Spatial Merging (Planechase Anthology),Oversize Cards,1.10
Kessig (Planechase Anthology),Oversize Cards,0.85
Arcane Adaptation,Ixalan,0.46
Academy at Tolaria West (Planechase Anthology),Oversize Cards,1.13
Reality Shaping (Planechase Anthology),Oversize Cards,1.00
Irrigated Farmland,Amonkhet,4.17
Sheltered Thicket,Amonkhet,3.20
Aggravated Assault,Explorers of Ixalan,10.49
Bant (Planechase Anthology),Oversize Cards,1.18
Bloodhill Bastion (Planechase Anthology),Oversize Cards,0.82
Celestine Reef (Planechase Anthology),Oversize Cards,0.85
Edge of Malacol (Planechase Anthology),Oversize Cards,0.86
Furnace Layer (Planechase Anthology),Oversize Cards,0.89
Gavony (Planechase Anthology),Oversize Cards,0.90
Glen Elendra (Planechase Anthology),Oversize Cards,0.83
Glimmervoid Basin (Planechase Anthology),Oversize Cards,1.22
Scattered Groves,Amonkhet,1.76
Canyon Slough,Amonkhet,2.21
Prowling Serpopard,Amonkhet,1.69
Angelic Arbiter,Commander Anthology,1.01
Wakening Sun's Avatar,Ixalan,1.66
Azor's Gateway,Rivals of Ixalan,6.00
"Gishath, Sun's Avatar",Ixalan,5.39
Claim // Fame,Hour of Devastation,0.36
Avatar of Slaughter,Commander Anthology,1.85
Jund (Planechase Anthology),Oversize Cards,0.93
Otaria (Planechase Anthology),Oversize Cards,1.26
Knight of the Kitchen Sink (E),Unstable,0.25
Baleful Strix,Archenemy: Nicol Bolas,1.96
Kefnet the Mindful,Amonkhet,1.66
Blood Sun,Rivals of Ixalan,6.81
Anointed Procession,Amonkhet,7.49
Gideon of the Trials,Amonkhet,9.51
Archfiend of Depravity,Archenemy: Nicol Bolas,0.85
Angrath's Fury,Rivals of Ixalan,0.64
Skeletal Vampire,Duel Decks: Anthology,0.52
Krosa (Planechase Anthology),Oversize Cards,1.45
Lair of the Ashen Idol (Planechase Anthology),Oversize Cards,0.94
Mount Keralia (Planechase Anthology),Oversize Cards,0.79
Norn's Dominion (Planechase Anthology),Oversize Cards,0.92
Onakke Catacomb (Planechase Anthology),Oversize Cards,1.01
Orzhova (Planechase Anthology),Oversize Cards,0.91
Pools of Becoming (Planechase Anthology),Oversize Cards,2.03
Quicksilver Sea (Planechase Anthology),Oversize Cards,0.97
Sanctum of Serra (Planechase Anthology),Oversize Cards,1.97
Selesnya Loft Gardens (Planechase Anthology),Oversize Cards,0.96
Stensia (Planechase Anthology),Oversize Cards,0.83
The Aether Flues (Planechase Anthology),Oversize Cards,1.68
The Dark Barony (Planechase Anthology),Oversize Cards,1.66
The Eon Fog (Planechase Anthology),Oversize Cards,1.51
The Fourth Sphere (Planechase Anthology),Oversize Cards,1.66
The Great Forest (Planechase Anthology),Oversize Cards,1.29
The Hippodrome (Planechase Anthology),Oversize Cards,1.59
Bontu's Last Reckoning,Hour of Devastation,2.89
Hazoret the Fervent,Amonkhet,16.79
Amateur Auteur (D),Unstable,0.16
"Liliana, Death's Majesty",Amonkhet,6.83
As Foretold,Amonkhet,10.28
Soul-Scar Mage,Amonkhet,2.57
Combat Celebrant,Amonkhet,1.49
Regal Caracal,Amonkhet,2.60
"Hapatra, Vizier of Poisons",Amonkhet,0.60
Throne of the God-Pharaoh,Amonkhet,0.56
Bloodforged Battle-Axe,Commander 2017,2.25
"Nissa, Steward of Elements",Amonkhet,8.55
Angel of Sanctions,Amonkhet,3.00
Garruk the Slayer (Magic 2015 Prerelease Promo),Oversize Cards,1.65
The Zephyr Maze (Planechase Anthology),Oversize Cards,0.83
Time Distortion (Planechase Anthology),Oversize Cards,0.86
Truga Jungle (Planechase Anthology),Oversize Cards,0.81
Velis Vel (Planechase Anthology),Oversize Cards,1.44
Akoum (Planechase Anthology),Oversize Cards,0.80
Naar Isle (Planechase Anthology),Oversize Cards,1.53
Chart a Course,Ixalan,0.73
Blade of the Bloodchief,Commander 2017,1.06
Grim Lavamancer,Archenemy: Nicol Bolas,3.05
Shaper's Sanctuary,Ixalan,3.14
Teferi's Protection,Commander 2017,12.74
Izzet Steam Maze (Planechase Anthology),Oversize Cards,1.53
Claim // Fame,Hour of Devastation,0.36
As Luck Would Have It,Unstable,0.25
Ineffable Blessing (F),Unstable,2.24
Everythingamajig (C),Unstable,2.38
Cascading Cataracts,Amonkhet,0.62
Cast Out,Amonkhet,1.14
Censor,Amonkhet,1.25
Cut // Ribbons,Amonkhet,0.66
Dread Wanderer,Amonkhet,1.26
Harsh Mentor,Amonkhet,1.19
Never // Return,Amonkhet,1.08
Plague Belcher,Amonkhet,0.72
Pull from Tomorrow,Amonkhet,0.90
Rhonas the Indomitable,Amonkhet,8.08
Sacred Cat,Amonkhet,0.21
Shadow of the Grave,Amonkhet,0.49
Sweltering Suns,Amonkhet,1.44
Vizier of Many Faces,Amonkhet,0.66
"Liliana, Death's Majesty",Amonkhet,6.83
Oketra's Monument,Amonkhet,0.55
Baron Von Count,Unstable,1.52
Gideon Jura,Archenemy: Nicol Bolas,5.05
Conqueror's Galleon,Ixalan,0.39
Plains (250 Full Art),Amonkhet,0.49
Forest (254 Full Art),Amonkhet,0.48
Never // Return,Amonkhet,1.08
Island (251 Full Art),Amonkhet,0.50
Swamp (252 Full Art),Amonkhet,0.50
Mountain (253 Full Art),Amonkhet,0.49
"Azami, Lady of Scrolls",Commander Anthology,0.74
Boneyard Parley,Ixalan,0.71
Secret Base (A),Unstable,0.18
Captain Lannery Storm,Ixalan,0.71
Akroma's Vengeance,Commander Anthology,0.97
Plains,Unstable,2.23
Sunbird's Invocation,Ixalan,0.95
Elvish Promenade,Duels of the Planeswalkers,3.34
Blazing Hope,Rivals of Ixalan,0.24
Crested Sunmare,Hour Of Devastation,3.59
Admiral Beckett Brass,Ixalan,1.45
"Nicol Bolas, God-Pharaoh",Hour of Devastation,7.89
Beastmaster Ascension,Commander Anthology,1.25
Ineffable Blessing (A),Unstable,3.75
Carnage Tyrant,Ixalan,15.74
Blatant Thievery,Explorers of Ixalan,1.11
Strip Mine,Anthologies,9.90
Vance's Blasting Cannons,Ixalan,0.64
"Azor, the Lawbringer",Rivals of Ixalan,4.59
Herald's Horn,Commander 2017,4.99
Arcane Sanctum,Commander 2017,0.45
Bontu's Last Reckoning,Hour of Devastation,2.89
Ammit Eternal,Hour of Devastation,0.90
Arcane Denial,Commander Anthology,2.18
Angel of Finality,Commander Anthology,1.50
Dualcaster Mage,Archenemy: Nicol Bolas,0.57
Bojuka Bog,Commander Anthology,1.59
Champion of Stray Souls,Commander Anthology,0.50
Command Tower,Commander Anthology,1.14
Crystal Vein,Commander Anthology,0.43
Darksteel Mutation,Commander Anthology,1.23
Dread Summons,Commander Anthology,2.24
Eldrazi Monument,Commander Anthology,4.77
Elvish Archdruid,Commander Anthology,2.53
Emerald Medallion,Commander Anthology,1.01
Essence Warden,Commander Anthology,1.45
Eternal Witness,Commander Anthology,6.61
Faerie Conclave,Commander Anthology,1.16
Farhaven Elf,Commander Anthology,1.07
Flickerwisp,Commander Anthology,1.10
Ghost Quarter,Commander Anthology,1.95
High Market,Commander Anthology,1.22
Immaculate Magistrate,Commander Anthology,1.87
Imperious Perfect,Commander Anthology,1.49
Joraga Warcaller,Commander Anthology,3.60
Karmic Guide,Commander Anthology,1.99
Krosan Grip,Commander Anthology,2.00
Lifeblood Hydra,Commander Anthology,1.63
Lightning Greaves,Commander Anthology,3.57
Mana-Charged Dragon,Commander Anthology,1.94
Master Warcraft,Commander Anthology,0.74
"Mazirek, Kraul Death Priest",Commander Anthology,2.54
Mirror Entity,Commander Anthology,1.00
Mortify,Commander Anthology,0.78
Mother of Runes,Commander Anthology,2.29
Mycoloth,Commander Anthology,1.43
Myriad Landscape,Commander Anthology,2.19
Opal Palace,Commander Anthology,0.26
"Oros, the Avenger",Commander Anthology,0.44
Overwhelming Stampede,Commander Anthology,0.46
Presence of Gond,Commander Anthology,1.23
Priest of Titania,Commander Anthology,2.91
Pyrohemia,Commander Anthology,5.68
Rampaging Baloths,Commander Anthology,1.03
Return to Dust,Commander Anthology,1.99
Roon of the Hidden Realm,Commander Anthology,0.94
Sakura-Tribe Elder,Commander Anthology,0.71
Seaside Citadel,Commander Anthology,0.40
Sejiri Refuge,Commander Anthology,0.42
Shattered Angel,Commander Anthology,0.62
Shriekmaw,Commander Anthology,1.00
Siege Behemoth,Commander Anthology,0.99
Sol Ring,Commander Anthology,2.98
Song of the Dryads,Commander Anthology,5.75
Soul Snare,Commander Anthology,0.40
Stranglehold,Commander Anthology,7.99
Swiftfoot Boots,Commander Anthology,1.02
Sword of the Paruns,Commander Anthology,0.47
Sylvan Safekeeper,Commander Anthology,2.67
Tainted Wood,Commander Anthology,0.38
"Tariel, Reckoner of Souls",Commander Anthology,2.07
Temple of the False God,Commander Anthology,0.49
Terminate,Commander Anthology,1.15
Thief of Blood,Commander Anthology,0.58
Thought Vessel,Commander Anthology,8.99
Thousand-Year Elixir,Commander Anthology,4.63
Thunderfoot Baloth,Commander Anthology,1.06
Timberwatch Elf,Commander Anthology,0.37
Unexpectedly Absent,Commander Anthology,0.96
Victimize,Commander Anthology,0.41
Wall of Blossoms,Commander Anthology,0.40
Wash Out,Commander Anthology,0.69
Wave of Vitriol,Commander Anthology,0.42
Wellwisher,Commander Anthology,1.03
Commander's Sphere,Commander Anthology,0.88
Conjurer's Closet,Commander Anthology,1.95
Praetor's Counsel,Commander Anthology,1.94
Inferno Titan,Archenemy: Nicol Bolas,1.11
Lightning Bolt,Archenemy: Nicol Bolas,2.59
"Nicol Bolas, Planeswalker",Archenemy: Nicol Bolas,6.15
"Odric, Master Tactician",Archenemy: Nicol Bolas,0.66
Overseer of the Damned,Archenemy: Nicol Bolas,1.71
Rampaging Baloths,Archenemy: Nicol Bolas,0.95
Scute Mob,Archenemy: Nicol Bolas,0.50
Sudden Demise,Archenemy: Nicol Bolas,0.62
Sword of the Animist,Archenemy: Nicol Bolas,1.94
Talisman of Indulgence,Archenemy: Nicol Bolas,0.51
Thragtusk,Archenemy: Nicol Bolas,1.23
Arguel's Blood Fast,Ixalan,0.74
Accessories to Murder,Unstable,0.14
Champion of Wits,Hour of Devastation,2.62
Garbage Elemental (C),Unstable,1.05
Garbage Elemental (B),Unstable,5.31
